LAMMPS data file. CGCMM style. atom_style charge generated by VMD/TopoTools v1.7 on Mon Feb 24 19:21:32 KST 2025
 81 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 4 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -20.00000 20.00000  xlo xhi
 -20.00000 20.00000  ylo yhi
 -20.00000 20.00000  zlo zhi

# Pair Coeffs
#
# 1  C
# 2  H
# 3  O
# 4  O

 Masses

 1 12.010700 # C
 2 1.007940 # H
 3 15.999400 # O
 4 15.999400 # O

 Atoms # charge

1  1  -0.016004  3.363854  -1.995844  0.386459  #  C
2  1  0.010552  3.660554  -0.572846  0.435208  #  C
3  1  0.007348  3.240833  0.192357  1.529930  #  C
4  1  0.001439  2.655787  -2.600086  1.432415  #  C
5  1  0.018882  3.061536  -2.347186  -0.994117  #  C
6  1  -0.027389  3.528910  -0.044316  -0.915537  #  C
7  1  0.052733  2.686342  1.519350  1.319245  #  C
8  1  -0.013606  2.492194  -0.434311  2.605634  #  C
9  1  0.008566  1.619453  -3.578390  1.139658  #  C
10  1  -0.002356  2.209619  -1.800973  2.563427  #  C
11  1  -0.012698  2.067317  -3.289524  -1.274682  #  C
12  1  -0.015812  3.162502  -1.138136  -1.796826  #  C
13  1  0.135112  2.965255  1.218883  -1.112210  #  C
14  1  -0.108891  1.582810  1.709176  2.246153  #  C
15  1  -0.253306  2.552078  2.008335  0.021757  #  C
16  1  0.022911  1.465762  0.505387  3.032648  #  C
17  1  -0.007978  1.333690  -3.919280  -0.186634  #  C
18  1  -0.014585  0.534464  -3.385678  2.091434  #  C
19  1  -0.001009  0.894996  -2.280442  2.965856  #  C
20  1  0.022310  1.137940  -3.062217  -2.371681  #  C
21  1  -0.000708  2.259903  -0.909713  -2.839332  #  C
22  1  -0.158616  2.009347  1.465063  -2.175269  #  C
23  1  0.024358  0.467253  2.477216  1.878008  #  C
24  1  0.303585  1.419561  2.825635  -0.343398  #  C
25  1  0.019150  0.201739  0.055720  3.399696  #  C
26  1  0.013581  -0.047186  -4.087247  -0.613747  #  C
27  1  0.015852  -0.793056  -3.546952  1.680450  #  C
28  1  -0.004814  -0.084585  -1.372010  3.382643  #  C
29  1  -0.022222  -0.167240  -3.561632  -1.965461  #  C
30  1  -0.024814  1.232515  -1.894363  -3.138200  #  C
31  1  0.055914  1.680263  0.413826  -3.031673  #  C
32  1  0.053622  1.007263  2.433367  -1.702730  #  C
33  1  0.422299  0.575612  3.295831  0.669034  #  C
34  1  0.167667  -0.886608  1.966507  2.189294  #  C
35  1  -0.119969  -0.980280  0.783077  2.961078  #  C
36  1  -0.011628  -1.089938  -3.908960  0.301612  #  C
37  1  -0.021114  -1.812549  -2.611393  2.129104  #  C
38  1  0.022658  -1.459575  -1.539572  2.957509  #  C
39  1  0.015530  -1.327095  -2.882584  -2.351260  #  C
40  1  0.016403  0.026716  -1.180892  -3.529206  #  C
41  1  -0.004403  0.306923  0.247335  -3.456357  #  C
42  1  0.094595  -0.337138  2.274454  -2.120661  #  C
43  1  0.585460  -1.503750  3.040894  0.030620  #  C
44  1  0.083388  -1.907820  2.183832  1.143313  #  C
45  1  -0.008716  -2.013095  -0.214793  2.716892  #  C
46  1  0.002619  -2.298065  -3.204601  -0.099515  #  C
47  1  -0.004961  -2.746617  -2.406422  1.031655  #  C
48  1  -0.002567  -2.415149  -2.700955  -1.400563  #  C
49  1  -0.011703  -1.226874  -1.673216  -3.154531  #  C
50  1  -0.101339  -0.665071  1.141233  -3.003153  #  C
51  1  -0.049055  -1.514065  2.470962  -1.248940  #  C
52  1  -0.122556  -2.837315  1.169094  0.878878  #  C
53  1  0.041109  -2.917327  -0.030678  1.676988  #  C
54  1  -0.004490  -3.296556  -1.140956  0.816219  #  C
55  1  -0.006141  -2.991473  -1.383851  -1.622024  #  C
56  1  -0.028883  -2.250305  -0.749007  -2.702215  #  C
57  1  0.089412  -1.967375  0.618334  -2.636859  #  C
58  1  -0.087330  -2.443527  1.400995  -1.523749  #  C
59  1  0.003823  -3.163610  0.805672  -0.489590  #  C
60  1  0.015538  -3.433905  -0.621621  -0.534234  #  C
61  2  0.055380  1.010789  5.705936  4.394389  #  H
62  1  -0.189554  -0.025016  6.079206  4.378864  #  C
63  2  0.075072  -0.141970  6.807105  5.197980  #  H
64  2  0.060962  0.317939  7.608189  2.867082  #  H
65  1  0.065106  -0.341423  6.748468  3.052679  #  C
66  3  -0.157201  -0.093766  5.861213  1.938007  #  O
67  2  0.049429  -0.708809  5.238552  4.568850  #  H
68  1  0.920273  -1.065935  5.013853  1.583048  #  C
69  1  -1.933013  -0.593688  4.181992  0.364946  #  C
70  3  -0.477094  -2.143676  4.933899  2.108533  #  O
71  2  0.059587  -1.389791  7.079878  3.012590  #  H
72  1  0.902674  -0.375757  5.201464  -0.774825  #  C
73  2  0.082006  -3.622706  6.464331  -2.595586  #  H
74  3  -0.192236  -1.546000  5.771784  -1.082412  #  O
75  2  0.023750  -1.127357  6.338936  -3.033901  #  H
76  3  -0.517957  0.675863  5.478440  -1.284847  #  O
77  1  0.190098  -1.533959  6.784155  -2.111602  #  C
78  1  -0.286657  -2.951873  7.282875  -2.292243  #  C
79  2  0.080451  -2.977084  8.058692  -3.073539  #  H
80  2  0.089610  -3.339963  7.718749  -1.358596  #  H
81  2  0.042562  -0.843760  7.587093  -1.805682  #  H

