LAMMPS data file via write_data, version 2 Aug 2023, timestep = 5, units = real

83 atoms
4 atom types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 15.9994
2 1.00794
3 15.9994
4 15.9994

Atoms # charge

26 1 0.0008997627688574622 -0.047186 -4.087247 -0.613747 0 0 0
29 1 0.001623437689910016 -0.16724 -3.561632 -1.965461 0 0 0
39 1 0.001691741021646535 -1.327095 -2.882584 -2.35126 0 0 0
46 1 0.001277144050391837 -2.298065 -3.204601 -0.099515 0 0 0
48 1 0.001077699248371748 -2.415149 -2.700955 -1.400563 0 0 0
49 1 0.0007725337079337313 -1.226874 -1.673216 -3.154531 0 0 0
55 1 -0.001336166682739379 -2.991473 -1.383851 -1.622024 0 0 0
56 1 -0.001841264705081953 -2.250305 -0.749007 -2.702215 0 0 0
60 1 -0.002868398582014292 -3.433905 -0.621621 -0.534234 0 0 0
5 1 -0.002444998884612484 3.061536 -2.347186 -0.994117 0 0 0
6 1 -0.003609623975104115 3.52891 -0.044316 -0.915537 0 0 0
11 1 -0.0008096296928210914 2.067317 -3.289524 -1.274682 0 0 0
12 1 -0.003116804954390942 3.162502 -1.138136 -1.796826 0 0 0
17 1 -0.0007692413299358464 1.33369 -3.91928 -0.186634 0 0 0
20 1 0.0009662160303439485 1.13794 -3.062217 -2.371681 0 0 0
21 1 -0.002179923926069201 2.259903 -0.909713 -2.839332 0 0 0
30 1 0.0009753925189045984 1.232515 -1.894363 -3.1382 0 0 0
40 1 0.0001002335382117997 0.026716 -1.180892 -3.529206 0 0 0
42 1 0.002099824683448085 -0.337138 2.274454 -2.120661 0 0 0
50 1 -0.003830563926930923 -0.665071 1.141233 -3.003153 0 0 0
51 1 0.002015914986836962 -1.514065 2.470962 -1.24894 0 0 0
57 1 -0.00458445054237902 -1.967375 0.618334 -2.636859 0 0 0
58 1 0.0001051252016770476 -2.443527 1.400995 -1.523749 0 0 0
59 1 0.001872207428045385 -3.16361 0.805672 -0.48959 0 0 0
72 1 0.5521779445067022 -0.375757 5.201464 -0.774825 0 0 0
73 2 0.1745215755099968 -3.622706 6.464331 -2.595586 0 0 0
74 3 -0.5125583380261702 -1.546 5.771784 -1.082412 0 0 0
75 2 0.152123226130764 -1.127357 6.338936 -3.033901 0 0 0
13 1 0.0002460354405549037 2.965255 1.218883 -1.11221 0 0 0
22 1 -0.001776694681116228 2.009347 1.465063 -2.175269 0 0 0
24 1 0.02486690661219899 1.419561 2.825635 -0.343398 0 0 0
31 1 -0.002471472152739108 1.680263 0.413826 -3.031673 0 0 0
32 1 0.01991032728664199 1.007263 2.433367 -1.70273 0 0 0
41 1 -0.001634952395597501 0.306923 0.247335 -3.456357 0 0 0
76 3 -0.4598827063737009 0.675863 5.47844 -1.284847 0 0 0
