,name,gas,pressure,temp,cutoff,path,Average loading absolute [mol/kg framework],Average loading excess [mol/kg framework],Average loading absolute [molecules/unit cell],Average loading excess [molecules/unit cell]
0,DITYEM_clean,CO2,1.0,293.15,14.0,DITYEM_clean_CO2_293.15K_1.0bar_14.0/Output/System_0,0.2504551693,0.2504551693,0.188009375,0.188009375
1,XOPLOE_clean,CO2,1.0,293.15,14.0,XOPLOE_clean_CO2_293.15K_1.0bar_14.0/Output/System_0,8.3415747896,8.3415747896,21.33820625,21.33820625
2,XALCUJ_clean,CO2,1.0,293.15,14.0,XALCUJ_clean_CO2_293.15K_1.0bar_14.0/Output/System_0,3.5311738187,3.5311738187,30.8162,30.8162
3,XADDEN_manual,CO2,1.0,293.15,14.0,XADDEN_manual_CO2_293.15K_1.0bar_14.0/Output/System_0,13.4172722482,13.4172722482,32.46291875,32.46291875
4,QAVPIO_clean,CO2,1.0,293.15,14.0,QAVPIO_clean_CO2_293.15K_1.0bar_14.0/Output/System_0,2.954773555,2.954773555,1.7219916667,1.7219916667
5,NAHHAI_clean,CO2,1.0,293.15,14.0,NAHHAI_clean_CO2_293.15K_1.0bar_14.0/Output/System_0,2.6192651078,2.6192651078,2.4724152778,2.4724152778
6,ZOFZUR_clean,CO2,1.0,293.15,14.0,ZOFZUR_clean_CO2_293.15K_1.0bar_14.0/Output/System_0,19.8046555549,19.8046555549,197.939325,197.939325
7,c6cc00589f_c6cc00589f2_clean,CO2,1.0,293.15,14.0,c6cc00589f_c6cc00589f2_clean_CO2_293.15K_1.0bar_14.0/Output/System_0,1.1103258478,1.1103258478,3.16576875,3.16576875
8,XEXMEU_clean,CO2,1.0,293.15,14.0,XEXMEU_clean_CO2_293.15K_1.0bar_14.0/Output/System_0,1.5357650801,1.5357650801,2.615015,2.615015
9,TOFTIT_clean,CO2,1.0,293.15,14.0,TOFTIT_clean_CO2_293.15K_1.0bar_14.0/Output/System_0,15.7999464411,15.7999464411,126.80535,126.80535
10,DITYEM_clean,O2,1.0,293.15,14.0,DITYEM_clean_O2_293.15K_1.0bar_14.0/Output/System_0,0.0474367411,0.0474367411,0.035609375,0.035609375
11,XOPLOE_clean,O2,1.0,293.15,14.0,XOPLOE_clean_O2_293.15K_1.0bar_14.0/Output/System_0,0.2115327941,0.2115327941,0.5411125,0.5411125
12,XALCUJ_clean,O2,1.0,293.15,14.0,XALCUJ_clean_O2_293.15K_1.0bar_14.0/Output/System_0,0.215228208,0.215228208,1.878275,1.878275
13,XADDEN_manual,O2,1.0,293.15,14.0,XADDEN_manual_O2_293.15K_1.0bar_14.0/Output/System_0,0.2866697306,0.2866697306,0.69359375,0.69359375
14,QAVPIO_clean,O2,1.0,293.15,14.0,QAVPIO_clean_O2_293.15K_1.0bar_14.0/Output/System_0,0.2227637499,0.2227637499,0.1298229167,0.1298229167
15,NAHHAI_clean,O2,1.0,293.15,14.0,NAHHAI_clean_O2_293.15K_1.0bar_14.0/Output/System_0,0.1121826046,0.1121826046,0.1058930556,0.1058930556
16,ZOFZUR_clean,O2,1.0,293.15,14.0,ZOFZUR_clean_O2_293.15K_1.0bar_14.0/Output/System_0,0.3652177439,0.3652177439,3.6502,3.6502
17,c6cc00589f_c6cc00589f2_clean,O2,1.0,293.15,14.0,c6cc00589f_c6cc00589f2_clean_O2_293.15K_1.0bar_14.0/Output/System_0,0.2106607886,0.2106607886,0.6006375,0.6006375
18,XEXMEU_clean,O2,1.0,293.15,14.0,XEXMEU_clean_O2_293.15K_1.0bar_14.0/Output/System_0,0.112132231,0.112132231,0.1909325,0.1909325
19,TOFTIT_clean,O2,1.0,293.15,14.0,TOFTIT_clean_O2_293.15K_1.0bar_14.0/Output/System_0,0.3212063366,0.3212063366,2.5779,2.5779
20,DITYEM_clean,O2,5.0,293.15,14.0,DITYEM_clean_O2_293.15K_5.0bar_14.0/Output/System_0,0.2141001838,0.2141001838,0.16071875,0.16071875
21,XOPLOE_clean,O2,5.0,293.15,14.0,XOPLOE_clean_O2_293.15K_5.0bar_14.0/Output/System_0,0.9469328636,0.9469328636,2.42230625,2.42230625
22,XALCUJ_clean,O2,5.0,293.15,14.0,XALCUJ_clean_O2_293.15K_5.0bar_14.0/Output/System_0,0.8706442376,0.8706442376,7.598025,7.598025
23,XADDEN_manual,O2,5.0,293.15,14.0,XADDEN_manual_O2_293.15K_5.0bar_14.0/Output/System_0,1.2137256705,1.2137256705,2.93659375,2.93659375
24,QAVPIO_clean,O2,5.0,293.15,14.0,QAVPIO_clean_O2_293.15K_5.0bar_14.0/Output/System_0,0.883350111,0.883350111,0.5148013889,0.5148013889
25,NAHHAI_clean,O2,5.0,293.15,14.0,NAHHAI_clean_O2_293.15K_5.0bar_14.0/Output/System_0,0.5065954722,0.5065954722,0.4781930556,0.4781930556
26,ZOFZUR_clean,O2,5.0,293.15,14.0,ZOFZUR_clean_O2_293.15K_5.0bar_14.0/Output/System_0,1.6263580771,1.6263580771,16.254775,16.254775
27,c6cc00589f_c6cc00589f2_clean,O2,5.0,293.15,14.0,c6cc00589f_c6cc00589f2_clean_O2_293.15K_5.0bar_14.0/Output/System_0,0.9846729194,0.9846729194,2.80750625,2.80750625
28,XEXMEU_clean,O2,5.0,293.15,14.0,XEXMEU_clean_O2_293.15K_5.0bar_14.0/Output/System_0,0.5298417863,0.5298417863,0.902185,0.902185
29,TOFTIT_clean,O2,5.0,293.15,14.0,TOFTIT_clean_O2_293.15K_5.0bar_14.0/Output/System_0,1.4362049996,1.4362049996,11.526525,11.526525
30,DITYEM_clean,O2,15.0,293.15,14.0,DITYEM_clean_O2_293.15K_15.0bar_14.0/Output/System_0,0.4937181599,0.4937181599,0.3706197917,0.3706197917
31,XOPLOE_clean,O2,15.0,293.15,14.0,XOPLOE_clean_O2_293.15K_15.0bar_14.0/Output/System_0,2.3345667851,2.3345667851,5.97195,5.97195
32,XALCUJ_clean,O2,15.0,293.15,14.0,XALCUJ_clean_O2_293.15K_15.0bar_14.0/Output/System_0,1.8192514423,1.8192514423,15.876425,15.876425
33,XADDEN_manual,O2,15.0,293.15,14.0,XADDEN_manual_O2_293.15K_15.0bar_14.0/Output/System_0,2.9360224296,2.9360224296,7.10366875,7.10366875
34,QAVPIO_clean,O2,15.0,293.15,14.0,QAVPIO_clean_O2_293.15K_15.0bar_14.0/Output/System_0,1.8184514305,1.8184514305,1.0597625,1.0597625
35,NAHHAI_clean,O2,15.0,293.15,14.0,NAHHAI_clean_O2_293.15K_15.0bar_14.0/Output/System_0,1.2396675874,1.2396675874,1.1701652778,1.1701652778
36,ZOFZUR_clean,O2,15.0,293.15,14.0,ZOFZUR_clean_O2_293.15K_15.0bar_14.0/Output/System_0,4.2160452403,4.2160452403,42.137625,42.137625
37,c6cc00589f_c6cc00589f2_clean,O2,15.0,293.15,14.0,c6cc00589f_c6cc00589f2_clean_O2_293.15K_15.0bar_14.0/Output/System_0,2.6448448637,2.6448448637,7.541,7.541
38,XEXMEU_clean,O2,15.0,293.15,14.0,XEXMEU_clean_O2_293.15K_15.0bar_14.0/Output/System_0,1.4616039089,1.4616039089,2.4887375,2.4887375
39,TOFTIT_clean,O2,15.0,293.15,14.0,TOFTIT_clean_O2_293.15K_15.0bar_14.0/Output/System_0,3.835191074,3.835191074,30.780025,30.780025
